Mi-Yen Yeh-->dasfaa:0.710320223238,tkde:0.681235077363,dawak:0.600396583144,vldb:0.592377304885,dmkd:0.556184105837,kais:0.553054002682,dexa:0.51264946879,widm:0.50457100222,cikm:0.499471629538,asunam:0.489100280583,dolap:0.485356711901,tsdm:0.480619412715,icwsm:0.41510104149,kdd:0.414428087377,kdid:0.389655339203,pakdd:0.37794951301,datamine:0.371313744233,tkdd:0.353906031952,cinq:0.338322985229,sdm:0.336661107636,icdm:0.330365229765,www:0.316049577896,adma:0.280582908604,sadm:0.256430829391,dmkdttt:0.256001189814,mlg:0.252862705679,ideal:0.22893527699,pkdd:0.227811166114,ijbidm:0.226067586654,sigkdd:0.222630952946,ida:0.218183710793,dw:0.218104231192,minenet:0.205878689376,cidm:0.196768587875,dmdw:0.19371604672,ausdm:0.190015044981,classification:0.180670296453,ijdmmm:0.171579099291,dmin:0.169761241707,mldm:0.166009720731,casdmkm:0.145984645415,fimi:0.136601872304,iat:0.12935991543,aisadm:0.129254672631,admi:0.129145088433,riao:0.116213762954,dis:0.109155121173,wkdd:0.109018120527,ijdmb:0.104297016732,webmine:0.0988049572421,incdm:0.0968938198331,ijkedm:0.0954567769181,ijict:0.0936848062385,tgis:0.0926235759999,jaif:0.0886984018732,itpro:0.0880302408302,vdmb:0.082384452142,isjgp:0.0741009847889,dq:0.0722170075919,biodatamining:0.0708310726884,icetet:0.0695597249622,edm:0.0600252341135,dmo:0.0579828028095,oir:0.051827908333,csda:0.050874023197,grc:0.0501767635413,inffus:0.0383358166469,jecr:0.0340306335126,ipl:0.0329280416438,jkm:0.0254212918834,trs:0.0252865893256,kelsi:0.024210583652,ijicte:0.0177829842893,ijkm:0.0170692755688
Wenyu Jiang-->classification:0.617608899216,tsdm:0.522832677142,sadm:0.437635116674,ida:0.417079597441,ijdmmm:0.385163875741,cidm:0.373212056361,ijbidm:0.362731238392,sdm:0.356490303067,datamine:0.342756161227,kais:0.339488353545,pakdd:0.327952658547,dawak:0.316171979389,adma:0.310025444437,vdmb:0.304645113551,ideal:0.294697330612,icdm:0.287552103246,dmin:0.280233153243,ijkedm:0.24146646,dmkd:0.188738422164,tkde:0.17961443141,tkdd:0.173952324657,mldm:0.160522142912,biodatamining:0.152904616859,dmdw:0.128514120527,incdm:0.126453361926,widm:0.123296669706,grc:0.11922122256,kdd:0.118906842631,pkdd:0.112888125907,isjgp:0.106808567732,ijdmb:0.100324657632,csda:0.0945786363803,fimi:0.0887208400185,tgis:0.0886532036829,dmo:0.0880963904232,dolap:0.0854606970301,dis:0.0846084192109,ijict:0.0840094112563,dasfaa:0.0803903410976,iat:0.0786062120869,aisadm:0.0785688930463,inffus:0.0780903106356,dexa:0.0780469232133,dq:0.0716291245105,jaif:0.0702850977028,trs:0.0629943894474,kelsi:0.0611027021662,admi:0.0571618263934,wkdd:0.0556243182799,jecr:0.0488930546214,icetet:0.0479608674419,ijicte:0.0424147882936,itpro:0.0392694126619,ausdm:0.0382580072011,casdmkm:0.0376201905948,www:0.0306735570059,riao:0.0304117505442,oir:0.0282922358701,dw:0.0280823255405,minenet:0.0202023164783,ijkm:0.0178695009846,jkm:0.0160925381142,cikm:0.0132032184109,cinq:0.0129547951345,edm:0.0109396486554,ipl:0.00718575225178,dmkdttt:0.00668691997537,kdid:0.00662646063494,icwsm:0.00610911487316,asunam:0.00469873711966,mlg:0.00358636483728,vldb:0.00306381866414,webmine:0.0,sigkdd:0.0
Jianhua Chen-->pkdd:0.45399774125,edm:0.417982800091,tkdd:0.391139591934,mldm:0.381394698901,sdm:0.372048327006,icdm:0.371940958156,adma:0.368334329091,ijicte:0.35321033107,kdd:0.313531447446,ida:0.311917329379,pakdd:0.304882442253,cikm:0.294758025374,cidm:0.288210076167,tgis:0.276086401445,kais:0.275979451742,ideal:0.272556534503,dis:0.266613113917,mlg:0.251574538401,itpro:0.250174976829,jaif:0.229301938354,minenet:0.229099180205,inffus:0.222944584222,riao:0.213654946999,webmine:0.210337594216,ijdmb:0.210174451404,datamine:0.205801303277,ausdm:0.202890387491,ijdmmm:0.200302014512,dmin:0.196526622775,jecr:0.187402322641,incdm:0.187353084506,www:0.180107524386,sigkdd:0.17827718649,icwsm:0.1736223234,sadm:0.172313881381,vdmb:0.164171463916,biodatamining:0.162424642331,icetet:0.155773466623,isjgp:0.145970722503,widm:0.138902911681,aisadm:0.135261475846,admi:0.123231686111,iat:0.122760250923,ijkedm:0.121836659472,wkdd:0.103068342244,oir:0.094860128885,dq:0.0885441355538,ijbidm:0.0833979386769,classification:0.0817886648638,casdmkm:0.0785120591304,dmo:0.0772845757148,tkde:0.0732742012347,dmkd:0.071980829688,kelsi:0.0656866349583,dmkdttt:0.0566697445656,ijict:0.0553944005539,grc:0.0544210611909,dexa:0.0526947641724,asunam:0.0507272034268,ijkm:0.0397818957387,kdid:0.0325241388537,csda:0.0310355992394,dolap:0.0264501292582,fimi:0.0252017395875,dawak:0.023409383373,dasfaa:0.021924606702,trs:0.0206872155729,tsdm:0.0201279751584,dw:0.0155148579649,jkm:0.0134870244951,cinq:0.0122352132125,vldb:0.00783921509713,dmdw:0.0,ipl:0.0
Araceli Sanch-->ijbidm:0.328454154859,dmkdttt:0.314407686856,mldm:0.300948212788,pakdd:0.288494861534,incdm:0.283252182752,ida:0.262608808137,dmin:0.258778670231,cidm:0.250516165343,dis:0.205540621051,jaif:0.200286011277,ideal:0.18673610965,pkdd:0.166014226433,dawak:0.163101112231,ijdmmm:0.156744680146,adma:0.156022059939,dmo:0.155870287187,kais:0.152367119074,icdm:0.150661864599,cinq:0.144182676354,kdd:0.137454398241,ausdm:0.135107951846,kelsi:0.130785259847,datamine:0.130509936268,tsdm:0.129922371072,biodatamining:0.120758885916,oir:0.117732819329,jecr:0.116719233675,wkdd:0.116031203153,casdmkm:0.11517225467,dmkd:0.106175563377,mlg:0.106107355543,webmine:0.0997067468741,ijicte:0.0993794540476,widm:0.0980681306543,sdm:0.0913853910373,fimi:0.091307665315,ijdmb:0.0863996632613,edm:0.0833297663716,kdid:0.0801748581963,aisadm:0.0737585768421,admi:0.0716861445837,itpro:0.0694558201668,minenet:0.0694015036512,tgis:0.0644191536806,tkde:0.0637676391579,ijkm:0.0623511749495,csda:0.0585819718159,ijict:0.057770693763,classification:0.0545174498504,grc:0.0540349303741,isjgp:0.0486564887277,icwsm:0.0449659195361,iat:0.0442155974779,jkm:0.0433006239545,sigkdd:0.0380639342377,trs:0.0374055410129,dasfaa:0.0303130937105,dw:0.0195087261334,tkdd:0.0192066087269,asunam:0.0186638124612,www:0.0174363178313,dmdw:0.0147570991882,dexa:0.0132895747669,icetet:0.0127278290591,cikm:0.0109198608754,dolap:0.0106742925377,riao:0.00857622307496,vldb:0.00679826910695,inffus:0.00625799693143,ipl:0.0,vdmb:0.0,dq:0.0,ijkedm:0.0,sadm:0.0
Sebastian Rudolph-->tkde:0.794278231379,dasfaa:0.724391947007,dmkd:0.689523148993,vldb:0.688138177426,dawak:0.667594658764,dexa:0.598419564463,kdid:0.594744929108,dolap:0.566563573972,widm:0.530110921926,tsdm:0.49964045067,kais:0.496339730287,cikm:0.458521973048,cinq:0.432168282926,kdd:0.35825905109,datamine:0.347243703245,pakdd:0.304629510491,tkdd:0.280564559646,sdm:0.273158114394,sadm:0.22412217801,sigkdd:0.216242301806,icdm:0.213691094944,dmdw:0.206390477162,pkdd:0.195473317235,www:0.182519011839,dw:0.178160596528,ijict:0.173521647602,ausdm:0.159838256199,fimi:0.159292890203,mldm:0.153491876171,admi:0.148136092491,dmkdttt:0.145983437433,ijbidm:0.135254257203,adma:0.120021363542,riao:0.0972569935661,incdm:0.0910036122164,minenet:0.0891031153579,mlg:0.085670793693,iat:0.0835625563134,ijkedm:0.080275798006,ida:0.0782069812582,ijdmb:0.0747849515438,dis:0.0726271646009,cidm:0.0629933038451,csda:0.0611363769412,aisadm:0.0605468530835,casdmkm:0.0577797238103,dmo:0.054339224597,wkdd:0.0539760074136,ideal:0.0534979754487,ijkm:0.0528340191609,jaif:0.0516758623672,dmin:0.0497104392853,icetet:0.0477818596666,dq:0.0366111876923,jkm:0.035180739146,kelsi:0.0314924722277,ijdmmm:0.0301202339377,classification:0.0281949002904,itpro:0.0199959453319,tgis:0.0172024215912,oir:0.0171164323989,vdmb:0.015406313804,ipl:0.0122208004646,biodatamining:0.00878398209376,edm:0.00850049541907,ijicte:0.0056662567575,webmine:0.0,isjgp:0.0,inffus:0.0,jecr:0.0,icwsm:0.0,grc:0.0,asunam:0.0,trs:0.0
Alexander L-->ijdmb:0.270876588253,aisadm:0.263126322048,admi:0.260606986596,tgis:0.230566772736,ijict:0.226234117865,dasfaa:0.224563813308,dexa:0.182000766992,iat:0.180003962273,biodatamining:0.175919318121,vldb:0.171224729516,ijkedm:0.164952431955,kais:0.162385737465,tkde:0.162197104193,classification:0.159395266186,ijbidm:0.146404586597,ida:0.144574719413,dw:0.144342840833,itpro:0.143591215326,widm:0.142141634889,icetet:0.140884452275,ideal:0.125269620956,dmin:0.121347227249,sadm:0.113670840999,isjgp:0.108333799935,mldm:0.103506652429,tsdm:0.102016609485,pakdd:0.100363624109,adma:0.0994358900369,cikm:0.0986804128898,www:0.0960697381054,dawak:0.0938354579168,vdmb:0.0926054555991,cidm:0.089045382142,mlg:0.0878228588889,incdm:0.0849378582196,ijdmmm:0.0823434265156,minenet:0.0779119035711,kelsi:0.0739747522862,dolap:0.0738961650121,dis:0.0695240018639,sdm:0.0694826215146,dmkd:0.0670859369554,datamine:0.0610010442497,jaif:0.0608073385274,dmdw:0.0589051011636,icdm:0.0572288680303,jecr:0.0545640333859,wkdd:0.0505192794966,ijkm:0.0488767088991,cinq:0.0439247362713,csda:0.0425511711746,webmine:0.0358521777514,tkdd:0.035704507822,riao:0.0356667290877,sigkdd:0.0356094134661,kdd:0.0345755118364,jkm:0.0322130540619,casdmkm:0.032045885518,fimi:0.0316596531886,trs:0.0302087228317,grc:0.0291291617081,oir:0.0289822703084,inffus:0.0228734623218,edm:0.0213813918511,pkdd:0.02029466682,icwsm:0.019901067193,ipl:0.0196001047187,ijicte:0.0147424693208,dmo:0.0131515494399,kdid:0.0122891404022,ausdm:0.0,dq:0.0,dmkdttt:0.0,asunam:0.0
Yi Tang-->dasfaa:0.382935067187,ideal:0.370543342935,iat:0.319217635248,dexa:0.305137297141,ijbidm:0.294047381757,vldb:0.287224271259,wkdd:0.242217020478,dw:0.233316830566,tkde:0.219598649683,kais:0.216632432788,ijict:0.212307666568,dmo:0.208550582417,jaif:0.197651735442,dmin:0.190134017923,cikm:0.187652110321,ijdmmm:0.18476774692,dolap:0.163779848975,casdmkm:0.157754014944,aisadm:0.156080794896,cidm:0.135552499169,adma:0.132597122272,widm:0.127248342277,mlg:0.124132515181,dawak:0.109776395325,cinq:0.10670816585,tsdm:0.104257463606,grc:0.103724153203,admi:0.102436873108,mldm:0.0918637253585,icetet:0.0896522167052,incdm:0.0826345208659,www:0.0802723410212,ausdm:0.078386268095,inffus:0.0775465280853,classification:0.076937187547,dq:0.0766703417507,ijdmb:0.0756184576366,riao:0.0659422956378,minenet:0.0654508213888,ida:0.0544630871425,jecr:0.0539015570273,icdm:0.0525312517737,biodatamining:0.0517477427285,sigkdd:0.0500632901869,dmkdttt:0.0490384874043,sadm:0.0451948691251,pakdd:0.0443193246559,kdd:0.0434733947281,sdm:0.0422762204425,dmkd:0.0413344285099,csda:0.0382516443556,itpro:0.0372575065932,ipl:0.0369399470593,asunam:0.0369080618649,isjgp:0.0363983417418,tkdd:0.0341794754585,datamine:0.0314909192226,dmdw:0.0306119724874,vdmb:0.0304809986665,pkdd:0.0249076567639,icwsm:0.0211661914695,kdid:0.0169838148288,ijkedm:0.0150300788045,ijicte:0.00962236699082,dis:0.00944091330931,kelsi:0.00792497384834,trs:0.00726065877555,edm:0.00615461095958,fimi:0.00420167527401,ijkm:0.00412130196158,jkm:0.0025870574399,webmine:0.0,oir:0.0,tgis:0.0
Yi Jin-->oir:0.90176798811,jecr:0.692713288585,ijicte:0.643753947504,itpro:0.433002677674,www:0.405449765236,ijkm:0.31802656009,tgis:0.31096693196,ijict:0.308530569903,widm:0.307330245307,isjgp:0.28140712381,jkm:0.280490045626,cikm:0.253531977274,dmo:0.226304785254,icwsm:0.220822963952,wkdd:0.214680488082,ijbidm:0.195698043135,admi:0.194473543322,iat:0.19215614321,edm:0.177533249717,incdm:0.170778875046,ausdm:0.150299120512,icetet:0.124736713084,dmin:0.118052734993,riao:0.10956691827,asunam:0.0964280378859,ideal:0.071938891693,ijkedm:0.0623637556819,sigkdd:0.0582280861367,jaif:0.0574076037843,kais:0.0510034818009,dexa:0.0505055657796,inffus:0.0492916148629,fimi:0.0459827247353,kdd:0.0443983355951,dq:0.0409468868085,dw:0.0399752533422,adma:0.039808704987,dolap:0.0372359702568,tsdm:0.0352090483542,dasfaa:0.0344698073236,vldb:0.033186674543,tkde:0.0285378958524,vdmb:0.0264895279697,sadm:0.0204578115179,casdmkm:0.0194039154058,aisadm:0.019011466161,kelsi:0.0181589911335,minenet:0.0116691549614,tkdd:0.0106680689892,mldm:0.00709064136138,cinq:0.00665604613478,cidm:0.00481041330849,csda:0.00471498840002,biodatamining:0.0044294906868,dmkd:0.00397866313107,dmdw:0.00183544135777,webmine:0.0,icdm:0.0,ipl:0.0,datamine:0.0,dawak:0.0,pkdd:0.0,pakdd:0.0,classification:0.0,sdm:0.0,dmkdttt:0.0,ijdmb:0.0,mlg:0.0,grc:0.0,kdid:0.0,ijdmmm:0.0,trs:0.0,dis:0.0,ida:0.0
Sanguthevar Rajasekaran-->classification:0.415178240501,cidm:0.388729011234,ijbidm:0.336846614709,sadm:0.324263478035,pakdd:0.322095505947,dmin:0.305789922948,ida:0.305512724124,datamine:0.300666815956,ijdmmm:0.298012750227,ideal:0.295125980101,tsdm:0.292557506355,dawak:0.287411688266,kais:0.283048420638,sdm:0.279922562589,mldm:0.270444118301,adma:0.263329756647,mlg:0.254279211022,icdm:0.240395612376,ipl:0.235414804548,fimi:0.213827968036,dmkd:0.213045012654,biodatamining:0.208440480804,dis:0.20511824002,vdmb:0.18078254787,incdm:0.178850887369,tkdd:0.178756474292,ausdm:0.159596057625,icetet:0.155098414789,cinq:0.146234307304,jaif:0.1443249103,pkdd:0.142893305162,tkde:0.139942130257,dmo:0.132778606279,kdd:0.125158445895,dasfaa:0.124565981503,ijkedm:0.117456123039,csda:0.1172028449,widm:0.11552138709,ijict:0.115105808641,ijdmb:0.110225472009,kdid:0.0983764995171,inffus:0.0935157941282,dexa:0.0877517831425,dmkdttt:0.0840938233516,grc:0.0810235124564,dolap:0.0724812013662,minenet:0.0708396323477,dmdw:0.0704218733023,admi:0.0665969966457,vldb:0.0640439088284,trs:0.062190307389,wkdd:0.0575478595735,dw:0.0536225745099,iat:0.0414125418217,aisadm:0.0394583295299,webmine:0.0392922491098,sigkdd:0.0384536316206,cikm:0.0356558392647,tgis:0.033051302795,jecr:0.0266618899473,riao:0.0254958677232,itpro:0.0191116481654,kelsi:0.0160586740287,asunam:0.0156879820605,isjgp:0.0140568455928,www:0.0136500954278,ijicte:0.00559710463744,oir:0.00277817284613,jkm:0.00106291835053,edm:0.0,ijkm:0.0,dq:0.0,icwsm:0.0,casdmkm:0.0
Inke R. K-->inffus:0.280932127131,jaif:0.275195118429,dmin:0.267255463786,ijdmmm:0.211210978213,tgis:0.20873002208,cidm:0.191605176259,ijbidm:0.188813450616,icetet:0.166934250576,tsdm:0.154415703351,sigkdd:0.14086837756,minenet:0.130061354518,mldm:0.120623705702,kdd:0.112786777088,icdm:0.112755050875,ijict:0.109124859757,wkdd:0.108249103922,dq:0.107253547443,incdm:0.100125248243,ida:0.0985993278573,admi:0.097757744978,ausdm:0.0969184504694,adma:0.094971854835,sadm:0.0907753291512,kais:0.0905360210528,jecr:0.0891096740438,pakdd:0.0860088584955,dolap:0.0812027866187,vdmb:0.0794718002005,casdmkm:0.0764657096732,datamine:0.0755710540128,sdm:0.074616590592,isjgp:0.0730979754702,tkdd:0.0721654576301,dawak:0.0713911018474,pkdd:0.0683551312007,ijdmb:0.0679777331424,dmkdttt:0.0636775185486,dasfaa:0.0592866547578,tkde:0.0554204814415,grc:0.049556457766,aisadm:0.0493046310333,dmkd:0.0485522267847,dmo:0.0479838632028,itpro:0.0462622754042,widm:0.0395567436489,ijkedm:0.0358344291779,edm:0.0303062146448,ideal:0.0291215513311,dmdw:0.0256591419595,iat:0.0241581495948,jkm:0.0241061386195,cinq:0.0239489931841,biodatamining:0.0209127035753,trs:0.0200900528216,kdid:0.0197759880322,cikm:0.019019303988,dis:0.0175202705491,oir:0.017287455432,kelsi:0.0170301847433,www:0.0164500002994,icwsm:0.0161880247411,ijicte:0.0145312242194,riao:0.0101608118182,asunam:0.01015207434,ijkm:0.00932030418644,vldb:0.00880594016996,dw:0.00870971512428,webmine:0.0,dexa:0.0,ipl:0.0,csda:0.0,classification:0.0,fimi:0.0,mlg:0.0
Masaru Kitsuregawa-->tkde:0.824402854956,dmkd:0.778715891076,widm:0.744124650883,dawak:0.730815273326,tsdm:0.68778694016,dasfaa:0.670427705184,vldb:0.668709973306,kais:0.658135797071,cikm:0.652687037342,kdid:0.635361027995,dexa:0.619711246648,datamine:0.533470775899,dolap:0.520618277448,cinq:0.496722693251,kdd:0.495261725087,pakdd:0.457623504733,tkdd:0.431267885045,sdm:0.382890617664,www:0.379344895981,sigkdd:0.359003283215,sadm:0.357658530948,ijbidm:0.333687080772,icdm:0.329998440622,riao:0.313269286443,pkdd:0.296198798601,fimi:0.253210379321,adma:0.24980882592,admi:0.24812357597,ausdm:0.240230364734,webmine:0.229105110404,minenet:0.223716948535,dis:0.215220822347,mldm:0.211292273035,dmin:0.189307873916,ida:0.186822119974,mlg:0.175120773368,incdm:0.173171001203,cidm:0.168529210732,classification:0.168050845217,ijdmmm:0.167451917598,ijict:0.145701152761,aisadm:0.136783107331,icwsm:0.13645786841,dmdw:0.132639347822,ideal:0.131632112476,dmkdttt:0.121009920904,oir:0.120621815908,jaif:0.116330203433,ipl:0.115481174943,ijkedm:0.112846898725,biodatamining:0.111648470457,iat:0.110879649813,vdmb:0.10457129591,dmo:0.103154432618,dw:0.0925366788592,asunam:0.0839195307937,ijdmb:0.0796749205946,tgis:0.0773492101086,itpro:0.0748908565447,edm:0.0718138261029,icetet:0.0714842355009,isjgp:0.063690860727,wkdd:0.0558709814197,inffus:0.0503987689619,grc:0.0440630265368,casdmkm:0.0429024596271,jecr:0.036561462965,trs:0.0292462469566,csda:0.0258089907417,dq:0.0226945670677,ijkm:0.0177522225656,ijicte:0.0172319850896,jkm:0.0122755985353,kelsi:0.00910291130832
Karrie Karahalios-->www:0.443539491845,cikm:0.362356918731,webmine:0.303063591953,widm:0.280308864647,riao:0.184967749898,oir:0.180711038211,icetet:0.162965052482,sigkdd:0.15503090671,ausdm:0.14640730947,admi:0.123995209433,kdd:0.107155167029,kais:0.102564641294,mldm:0.100432513985,icwsm:0.100319060825,ijict:0.0936812165317,adma:0.0909598738717,dmo:0.0828801036597,ijbidm:0.0773220950266,sadm:0.0761544743178,isjgp:0.0738395291099,inffus:0.0625070533458,icdm:0.0601696047136,itpro:0.0600239120872,ideal:0.0579863984791,vdmb:0.057226442035,biodatamining:0.0497770034774,incdm:0.0493902106961,ijkedm:0.0460783080541,pkdd:0.0460617644835,dexa:0.0429383690781,ijdmmm:0.0423163504307,jecr:0.0369823698622,cidm:0.036761134957,mlg:0.0313938406369,iat:0.0300654461681,dasfaa:0.0293052317317,ijdmb:0.0285405241469,ida:0.0283666491615,vldb:0.0282143494089,casdmkm:0.0278121185836,dmkd:0.0262735308105,dmin:0.0243663543969,classification:0.024266135041,tkde:0.024262092423,pakdd:0.0218721650043,tsdm:0.0216592562585,fimi:0.0199865934746,dis:0.0174000227083,dmkdttt:0.0159758905324,kelsi:0.0122597894929,aisadm:0.0122411878726,datamine:0.0105676022579,minenet:0.0104473840034,csda:0.0103656596216,sdm:0.0102444069698,wkdd:0.00913459474418,edm:0.0088039188192,jaif:0.00860813530905,tkdd:0.0078779481115,ipl:0.00570751814747,ijicte:0.00519865402143,jkm:0.00449949630038,dmdw:0.0,dw:0.0,dawak:0.0,ijkm:0.0,dq:0.0,tgis:0.0,cinq:0.0,dolap:0.0,grc:0.0,kdid:0.0,asunam:0.0,trs:0.0
Lionel Martin-->classification:0.379858688136,ideal:0.371740708566,tsdm:0.325623418943,sadm:0.321502463175,ijdmmm:0.317313853299,ijbidm:0.303895289635,cidm:0.284531262471,ida:0.262350714971,minenet:0.256640200384,adma:0.251976703567,kais:0.249562100062,dmin:0.248082954153,pakdd:0.217424190229,sdm:0.211627716299,datamine:0.199365370609,casdmkm:0.196743556391,vdmb:0.194245267331,dawak:0.183846828177,icdm:0.180428524092,icetet:0.179733117961,wkdd:0.171021376749,mldm:0.16054441686,incdm:0.155601951973,iat:0.139239454867,ipl:0.135574293642,ijkedm:0.134822398442,ijdmb:0.117386992728,dmo:0.1149704106,grc:0.114445180443,csda:0.108063048497,ijict:0.105605398861,tkde:0.105532771872,dmkd:0.105411013826,tkdd:0.104248477778,jaif:0.101774095866,biodatamining:0.0949976085679,widm:0.0897275202107,dmdw:0.0741457565325,dq:0.0710190381248,dis:0.0699021927035,kdd:0.0698639223973,pkdd:0.0663276149075,fimi:0.0642588322735,jecr:0.0601142185601,tgis:0.0599224513971,dmkdttt:0.0586323953225,inffus:0.0580734685785,admi:0.0548254832819,mlg:0.0541500939526,aisadm:0.0536129147853,dexa:0.0510178703219,dasfaa:0.0458612133265,dolap:0.0441857441687,asunam:0.0410893903537,trs:0.0354754618893,ausdm:0.0264703595475,itpro:0.0178622930744,dw:0.0140865402885,icwsm:0.0108089540137,oir:0.00908447750024,www:0.00756582566092,isjgp:0.00624372110696,sigkdd:0.00588774255293,kelsi:0.0051727683148,webmine:0.0046721059054,edm:0.0044674051752,cinq:0.00371103362427,jkm:0.00277416788907,ijkm:0.00231050310531,ijicte:0.0,riao:0.0,vldb:0.0,cikm:0.0,kdid:0.0
Lizhen Wang-->classification:0.564982069378,sadm:0.466766995327,sdm:0.436216471311,ida:0.430834047369,datamine:0.406677240125,ijdmmm:0.402096711036,pakdd:0.384582545646,icdm:0.36993223093,tsdm:0.358840000061,cidm:0.348050116391,ideal:0.315062837042,adma:0.309425328523,ijbidm:0.307213836103,dmin:0.306861916161,pkdd:0.303421262591,kais:0.301114272351,kdd:0.280753416399,dmkdttt:0.269138205903,vdmb:0.24345373437,tkdd:0.24153309395,ijkedm:0.235680720107,ipl:0.232191788525,dmkd:0.229551043121,mlg:0.22014794775,dawak:0.219129214029,mldm:0.203650729584,dis:0.198731490692,dmo:0.191047806026,incdm:0.189516620924,tkde:0.17272614193,csda:0.149529839015,sigkdd:0.143554900488,edm:0.14261061137,admi:0.127952029439,widm:0.123082780569,ausdm:0.11278180668,dasfaa:0.100264195995,casdmkm:0.0988231725235,dmdw:0.0925174948506,ijdmb:0.0866183513714,grc:0.0859839237599,biodatamining:0.0781150070913,fimi:0.0676173699165,dolap:0.0596038815314,dexa:0.0504420791423,tgis:0.0499124848742,trs:0.0438819933341,jaif:0.0414970974337,kelsi:0.0327231333662,asunam:0.0251959292342,aisadm:0.0241012882773,inffus:0.0227774281876,cikm:0.0197611281386,kdid:0.0164227961036,dw:0.0163087305873,cinq:0.0162191345469,riao:0.015823293954,webmine:0.014230981754,iat:0.0135639689476,minenet:0.0112100206749,www:0.0100427960984,oir:0.00973926821363,ijkm:0.00419109777921,itpro:0.0,isjgp:0.0,ijict:0.0,ijicte:0.0,dq:0.0,icetet:0.0,vldb:0.0,wkdd:0.0,jkm:0.0,jecr:0.0,icwsm:0.0
Shilad Sen-->asunam:0.751796384188,icwsm:0.646658813162,iat:0.434364755611,www:0.334811550618,ideal:0.281473376631,wkdd:0.252008121058,aisadm:0.238614128323,ijbidm:0.218439323007,cikm:0.211683261304,kdd:0.196018477836,adma:0.182318047166,kais:0.172853246571,ijict:0.169195839986,widm:0.162961888058,dmo:0.157870442493,tkdd:0.153717873684,riao:0.143030815468,webmine:0.140099689996,icdm:0.134372198946,sigkdd:0.125249255443,ijdmmm:0.115008909251,casdmkm:0.112719976164,jaif:0.109090789915,mlg:0.0994590858907,dmin:0.0988559556669,cidm:0.0960664279837,admi:0.0920783282311,mldm:0.0887969183013,incdm:0.0878436711905,tsdm:0.0845039791477,pakdd:0.0834719465928,ausdm:0.0818635082248,grc:0.0810042610474,edm:0.0708077571972,sdm:0.0703795462225,dasfaa:0.0690226876236,pkdd:0.0681484821535,datamine:0.0580467735057,minenet:0.0575518706328,ijdmb:0.0535915172855,oir:0.0518215770787,dq:0.0517345821226,dexa:0.0514335840728,jecr:0.0482683410726,kelsi:0.0446121242769,dis:0.04210884646,inffus:0.0383570889519,dawak:0.0353771978179,icetet:0.033591011712,ida:0.0301456895351,dolap:0.0289342058264,vdmb:0.0284512171221,kdid:0.0277579044226,biodatamining:0.0273647270845,dmkdttt:0.0260436448191,cinq:0.0241490588279,fimi:0.0237691649834,dw:0.0231173382332,jkm:0.0209622450802,dmkd:0.0181479206306,sadm:0.0135472089546,dmdw:0.012396161217,tgis:0.00833546738151,isjgp:0.00790748896837,tkde:0.006858608503,trs:0.00668099809996,vldb:0.00598368136068,itpro:0.00521120311682,ipl:0.0,csda:0.0,ijkm:0.0,classification:0.0,ijicte:0.0,ijkedm:0.0
Aristides Gionis-->sadm:0.66475166985,datamine:0.549375054597,tkdd:0.530877264694,classification:0.411104946245,kais:0.39259691195,ida:0.38182160135,sigkdd:0.376826786976,sdm:0.343327197268,kdd:0.328472247908,mlg:0.322333514748,tsdm:0.305655086616,ijdmmm:0.30487698912,widm:0.27925097945,icdm:0.27678669416,pkdd:0.273789174932,cidm:0.272276730071,dmin:0.258507490554,pakdd:0.255415389249,webmine:0.239648905369,adma:0.23931129752,dis:0.237041875005,ipl:0.228788259271,dmkd:0.225314704316,tkde:0.224189678944,edm:0.217230760305,ijbidm:0.217109106325,cikm:0.216435581521,www:0.213267564786,ijkedm:0.210834587691,dmo:0.210518834699,dasfaa:0.1993190893,dawak:0.198834621258,admi:0.198407426975,icwsm:0.193841820621,incdm:0.177420108349,vldb:0.168921141315,ideal:0.157527628745,cinq:0.155929834262,minenet:0.147326304665,vdmb:0.146757748737,dexa:0.146641072364,mldm:0.146397069678,inffus:0.145943497768,fimi:0.138161504081,ausdm:0.104711668992,jaif:0.102318880951,dw:0.101050434345,dmkdttt:0.094180704189,dolap:0.0880150241143,riao:0.0714670688682,oir:0.067156427624,asunam:0.0628173304435,ijdmb:0.0625448347421,casdmkm:0.0596259186514,csda:0.0581427269606,grc:0.054299271399,dmdw:0.0532198408466,kdid:0.0484216316298,ijicte:0.0467079601222,aisadm:0.0416733116568,tgis:0.0408034018479,jkm:0.038221916708,icetet:0.0378475165985,ijkm:0.0366874347372,biodatamining:0.0260644954283,itpro:0.0256823757754,wkdd:0.0252893500431,trs:0.0233286324718,kelsi:0.022850380451,iat:0.0221380814061,isjgp:0.0214137964997,ijict:0.0178567266557,jecr:0.0104485525959,dq:0.0
